group,time,means,stds
adapter_non_step,0.23,-57.02748652,27.26387208
adapter_non_step,0.231,-56.14517903,27.4234406
adapter_non_step,0.232,-55.24405241,27.59504414
adapter_non_step,0.233,-54.32578564,27.77729294
adapter_non_step,0.234,-53.39197984,27.96805119
adapter_non_step,0.235,-52.44419227,28.16449518
adapter_non_step,0.236,-51.48395748,28.36316963
adapter_non_step,0.237,-50.51280792,28.5600843
adapter_non_step,0.238,-49.5323014,28.75082862
adapter_non_step,0.239,-48.54402453,28.93071837
adapter_non_step,0.24,-47.54956227,29.09493182
adapter_non_step,0.241,-46.55046903,29.23863657
adapter_non_step,0.242,-45.54824803,29.35712316
adapter_non_step,0.243,-44.54434532,29.44592185
adapter_non_step,0.244,-43.54015548,29.50091667
adapter_non_step,0.245,-42.53701259,29.51845627
adapter_non_step,0.246,-41.53616756,29.49545195
adapter_non_step,0.247,-40.53878327,29.42949761
adapter_non_step,0.248,-39.54592684,29.31896165
adapter_non_step,0.249,-38.55855224,29.16302028
adapter_non_step,0.25,-37.57748064,28.96164157
adapter_non_step,0.251,-36.60339035,28.71556621
adapter_non_step,0.252,-35.63683274,28.42628606
adapter_non_step,0.253,-34.67825453,28.09598717
adapter_non_step,0.254,-33.72799318,27.72740938
adapter_non_step,0.255,-32.78625606,27.32370581
adapter_non_step,0.256,-31.85310736,26.88830561
adapter_non_step,0.257,-30.92850049,26.42482848
adapter_non_step,0.258,-30.01233401,25.93700659
adapter_non_step,0.259,-29.10450232,25.42860375
adapter_non_step,0.26,-28.204933,24.90330999
adapter_non_step,0.261,-27.31360035,24.36459892
adapter_non_step,0.262,-26.43051672,23.81556611
adapter_non_step,0.263,-25.55572097,23.25879435
adapter_non_step,0.264,-24.68926401,22.69630249
adapter_non_step,0.265,-23.83119106,22.12952813
adapter_non_step,0.266,-22.98153195,21.55933991
adapter_non_step,0.267,-22.14030575,20.98609027
adapter_non_step,0.268,-21.30751537,20.40971897
adapter_non_step,0.269,-20.48313707,19.82991446
adapter_non_step,0.27,-19.6670993,19.24630274
adapter_non_step,0.271,-18.85923927,18.6586207
adapter_non_step,0.272,-18.05925981,18.0668608
adapter_non_step,0.273,-17.26667989,17.47137768
adapter_non_step,0.274,-16.48080797,16.87301527
adapter_non_step,0.275,-15.70076362,16.27330404
adapter_non_step,0.276,-14.92554571,15.67472501
adapter_non_step,0.277,-14.15409348,15.08098797
adapter_non_step,0.278,-13.38533858,14.49729273
adapter_non_step,0.279,-12.61821425,13.93051604
adapter_non_step,0.28,-11.85164149,13.38930199
adapter_non_step,0.281,-11.08450532,12.8839945
adapter_non_step,0.282,-10.31563049,12.42633866
adapter_non_step,0.283,-9.543770623,12.0288998
adapter_non_step,0.284,-8.76762886,11.70419379
adapter_non_step,0.285,-7.985918902,11.4635667
adapter_non_step,0.286,-7.19746139,11.31594491
adapter_non_step,0.287,-6.401273057,11.26667406
adapter_non_step,0.288,-5.596609221,11.31668379
adapter_non_step,0.289,-4.782964757,11.46220385
adapter_non_step,0.29,-3.960070938,11.69514918
adapter_non_step,0.291,-3.127924562,12.00408166
adapter_non_step,0.292,-2.286828458,12.37546597
adapter_non_step,0.293,-1.437421286,12.79491987
adapter_non_step,0.294,-0.580687189,13.24827958
adapter_non_step,0.295,0.282043374,13.72240884
adapter_non_step,0.296,1.149101996,14.20574841
adapter_non_step,0.297,2.018500662,14.6886354
adapter_non_step,0.298,2.887983608,15.16344584
adapter_non_step,0.299,3.75511663,15.62457655
adapter_non_step,0.3,4.617394304,16.06832933
adapter_non_step,0.301,5.472328448,16.49273518
adapter_non_step,0.302,6.317523885,16.89734
adapter_non_step,0.303,7.150730884,17.28296127
adapter_non_step,0.304,7.969867718,17.65145966
adapter_non_step,0.305,8.773006392,18.00552308
adapter_non_step,0.306,9.55835875,18.34845938
adapter_non_step,0.307,10.3242756,18.6839837
adapter_non_step,0.308,11.0692511,19.01598934
adapter_non_step,0.309,11.79191663,19.34829934
adapter_non_step,0.31,12.49105325,19.68444986
adapter_non_step,0.311,13.16561551,20.02748565
adapter_non_step,0.312,13.81474535,20.37979644
adapter_non_step,0.313,14.43776702,20.74299486
adapter_non_step,0.314,15.03418624,21.11786389
adapter_non_step,0.315,15.60367897,21.50434015
adapter_non_step,0.316,16.14608171,21.90153166
adapter_non_step,0.317,16.6614095,22.30776557
adapter_non_step,0.318,17.14989958,22.72064896
adapter_non_step,0.319,17.61205136,23.13715314
adapter_non_step,0.32,18.04860477,23.55370083
adapter_non_step,0.321,18.46047413,23.96627435
adapter_non_step,0.322,18.84867366,24.37053598
adapter_non_step,0.323,19.21426116,24.76195789
adapter_non_step,0.324,19.55830289,25.13597444
adapter_non_step,0.325,19.88185158,25.48814841
adapter_non_step,0.326,20.18593912,25.81435965
adapter_non_step,0.327,20.47159953,26.11095943
adapter_non_step,0.328,20.73992007,26.37490077
adapter_non_step,0.329,20.99210968,26.60383936
adapter_non_step,0.33,21.22955585,26.79621376
adapter_non_step,0.331,21.45384834,26.95129131
adapter_non_step,0.332,21.66676445,27.0691806
adapter_non_step,0.333,21.87023188,27.15079331
adapter_non_step,0.334,22.06627666,27.1977957
adapter_non_step,0.335,22.25698161,27.21253317
adapter_non_step,0.336,22.44447823,27.19795026
adapter_non_step,0.337,22.63096328,27.15748728
adapter_non_step,0.338,22.81870555,27.09496326
adapter_non_step,0.339,23.01001311,27.01444587
adapter_non_step,0.34,23.20716467,26.92010541
adapter_non_step,0.341,23.41233774,26.81609189
adapter_non_step,0.342,23.62756199,26.70643682
adapter_non_step,0.343,23.85467788,26.59494416
adapter_non_step,0.344,24.09529452,26.48508642
adapter_non_step,0.345,24.35080787,26.37989315
adapter_non_step,0.346,24.62247601,26.28185434
adapter_non_step,0.347,24.9115397,26.19286962
adapter_non_step,0.348,25.21927664,26.11424581
adapter_non_step,0.349,25.54698489,26.04669959
adapter_non_step,0.35,25.89590826,25.99037493
adapter_non_step,0.351,26.26714003,25.94487187
adapter_non_step,0.352,26.66156063,25.90931582
adapter_non_step,0.353,27.07981002,25.88242895
adapter_non_step,0.354,27.52227724,25.86260816
adapter_non_step,0.355,27.98913121,25.84798587
adapter_non_step,0.356,28.48038328,25.83652224
adapter_non_step,0.357,28.99595306,25.82608892
adapter_non_step,0.358,29.53567965,25.81453553
adapter_non_step,0.359,30.09927049,25.79973099
adapter_non_step,0.36,30.68623543,25.77964112
adapter_non_step,0.361,31.29583941,25.75238519
adapter_non_step,0.362,31.92707012,25.71627217
adapter_non_step,0.363,32.57863929,25.66979847
adapter_non_step,0.364,33.24901066,25.61166894
adapter_non_step,0.365,33.9364754,25.54082323
adapter_non_step,0.366,34.63921685,25.45647362
adapter_non_step,0.367,35.3553298,25.35815117
adapter_non_step,0.368,36.08280125,25.24575544
adapter_non_step,0.369,36.81948804,25.11957419
adapter_non_step,0.37,37.56311386,24.98031199
adapter_non_step,0.371,38.31131248,24.82907525
adapter_non_step,0.372,39.06169983,24.66734858
adapter_non_step,0.373,39.81192572,24.49693408
adapter_non_step,0.374,40.55972494,24.31990644
adapter_non_step,0.375,41.30294977,24.13855685
adapter_non_step,0.376,42.03960366,23.95535479
adapter_non_step,0.377,42.76786421,23.77289433
adapter_non_step,0.378,43.48607855,23.59380746
adapter_non_step,0.379,44.19272121,23.42063362
adapter_non_step,0.38,44.88635017,23.25569111
adapter_non_step,0.381,45.56561806,23.10098446
adapter_non_step,0.382,46.22931659,22.95812331
adapter_non_step,0.383,46.87641708,22.82830023
adapter_non_step,0.384,47.50608811,22.71232289
adapter_non_step,0.385,48.11769785,22.61065692
adapter_non_step,0.386,48.71082631,22.52345392
adapter_non_step,0.387,49.2852598,22.4505643
adapter_non_step,0.388,49.84098129,22.39156854
adapter_non_step,0.389,50.37811527,22.34579503
adapter_non_step,0.39,50.89685094,22.31234005
adapter_non_step,0.391,51.39735839,22.29009622
adapter_non_step,0.392,51.87972226,22.27782042
adapter_non_step,0.393,52.34390643,22.27422735
adapter_non_step,0.394,52.78974576,22.27807301
adapter_non_step,0.395,53.2169657,22.28820672
adapter_non_step,0.396,53.62517872,22.3035814
adapter_non_step,0.397,54.01386669,22.32323303
adapter_non_step,0.398,54.38233542,22.34623957
adapter_non_step,0.399,54.72968304,22.37167451
adapter_non_step,0.4,55.05477746,22.39855764
